OBJECTID	NAMOBJ	REMARK	x	y
196	 	Rumah Sakit Umum	128.437738898	-3.62850866299999
197	 	Rumah Sakit Umum	128.330677824	-3.60619960499997
198	 	Rumah Sakit Umum	128.234401095	-3.73266979900001
199	 	Rumah Sakit Umum	128.190023281	-3.69512505099999
200	 	Rumah Sakit Umum	128.166014341	-3.70812895699999
201	 	Rumah Sakit Umum	128.096718179	-3.58890006799999
202	 	Rumah Sakit Umum	128.166134103	-3.587980243
203	 	Rumah Sakit Umum	128.162836155	-3.65100013699998
204	 	Rumah Sakit Umum	128.180734033	-3.58178790800002
205	 	Rumah Sakit Umum	128.234004565	-3.627625765
206	 	Rumah Sakit Umum	128.178456419	-3.70074100400001
207	 	Rumah Sakit Umum	128.223571795	-3.65600355499998
208	 	Rumah Sakit Umum	127.932784573	-3.679791658
209	NA	Rumah Sakit Umum	128.009827463	1.73062148499997
210	NA	Rumah Sakit Umum	127.996894523	1.72512382500003
211	NA	Rumah Sakit Umum	128.293599682	0.901893142999995
212	NA	Rumah Sakit Umum	128.291290628	0.687126416000012
213	NA	Rumah Sakit Umum	127.865870475	0.331113642999981
214	NA	Rumah Sakit Umum	127.375938567	0.782302830999981
215	NA	Rumah Sakit Umum	127.384779659	0.780027259999997
216	NA	Rumah Sakit Umum	127.44900715	0.674779855999986
217	NA	Rumah Sakit Umum	127.526130572	-0.633987119999972
218	Rumah Sakit Jantung Dobo	Rumah Sakit Khusus	134.211397295	-5.78836802799998
219	Rumah Sakit Jantung Jabulenga	Rumah Sakit Khusus	134.349688339	-5.78374916199999
220	Respek Mandon	Rumah Sakit Umum	136.190422009	-1.17676198499998
221	Rumah Sakit Rimba Jaya	Rumah Sakit Umum	136.218293825	-1.14473884300003
222	Rumah Sakit Umum	Rumah Sakit Umum	136.079247467	-1.15804680700001
223	Rsud Serui	Rumah Sakit Umum	136.242043122	-1.88350620400001
224	Rsud Timika	Rumah Sakit Umum	136.878210789	-4.58347918599998
225	Rs Bantuan	Rumah Sakit Umum	136.888082793	-4.55802746199998
226	Rs Caritas	Rumah Sakit Umum	136.835857732	-4.525511736
227	 	Rumah Sakit Umum	133.728870966	-3.60725706099998
228	 	Rumah Sakit Umum	133.570840593	-3.42457420599999
229	 	Rumah Sakit Umum	132.295710544	-2.92911675099998
230	Rsud Nabire Siriwini	Rumah Sakit Umum	135.529494944	-3.34237030999998
231	Rumah Sakit Gesa Baru	Rumah Sakit Umum	137.421187338	-2.09588854200001
232	 	Rumah Sakit Umum	131.351957193	-0.973778079999988
233	Rumah Sakit Waisai	Rumah Sakit Umum	130.835454104	-0.412561367000023
234	Rumah Sakit Marinda	Rumah Sakit Umum	130.82523264	-0.414598339000008
235	 	Rumah Sakit Umum	132.01406116	-1.43859006000002
236	 	Rumah Sakit Umum	132.07059575	-1.47591241999999
237	 	Rumah Sakit Umum	132.465694092	-1.15986109200003
238	 	Rumah Sakit Umum	134.063353262	-0.872450132999973
239	 	Rumah Sakit Umum	134.078028682	-0.871160187999976
240	Rumah Sakit Imanuel	Rumah Sakit Umum	137.958942702	-3.70117452199997
241	 	Rumah Sakit Umum	137.976300217	-3.70934682500001
242	Rumah Sakit Umum Daerah - Kepi	Rumah Sakit Umum	139.320324411	-6.52629356
243	Rumah Sakit Umum	Rumah Sakit Umum	138.135347429	-5.53953813499999
244	Rsud Dekai	Rumah Sakit Umum	139.492384344	-4.85953589399998
245	Rsu Wamena	Rumah Sakit Umum	138.951199338	-4.10189731999998
246	Rumah Sakit Hubukosi	Rumah Sakit Umum	138.921688684	-4.06768942000002
247	Klinik Advent Wamena	Rumah Sakit Umum	138.943570736	-4.08915407900002
248	Klinik Hewan	Rumah Sakit Khusus	138.942525019	-4.08730744100001
249	Rumah Sakit Yalimo	Rumah Sakit Umum	139.379135354	-3.79258602200002
250	Pos Pengawasan Obat	Rumah Sakit Khusus	140.442184954	-8.54058918700002
251	Unit Transfusi Darah Kelurahan Maro	Rumah Sakit Khusus	140.392150574	-8.491744213
252	Rumah Sakit Tni Al Kelurahan Maro	Rumah Sakit Umum	140.391730272	-8.48171282499999
253	Rumah Sakit Umum Merauke Kelurahan Maro	Rumah Sakit Umum	140.389130292	-8.482776054
254	Rsud Boven Digoel	Rumah Sakit Umum	140.339201862	-6.128643797
255	Sd Inpres	Rumah Sakit Umum	140.300337867	-6.10180269599999
256	Barak Medis	Rumah Sakit Khusus	140.731730102	-4.88755724499998
257	 	Rumah Sakit Umum	140.466701522	-2.53359136900002
258	 	Rumah Sakit Umum	140.741840216	-2.87075875599999
259	 	Rumah Sakit Khusus	140.671177649	-2.61642154600003
260	 	Rumah Sakit Umum	140.668541928	-2.61611325199999
261	 	Rumah Sakit Umum	140.710501818	-2.53471608199999
262	 	Rumah Sakit Umum	140.693756502	-2.545064556
263	 	Rumah Sakit Khusus	140.688631056	-2.57426703300001
264	 	Rumah Sakit Umum	140.675546941	-2.59190537199999
265	 	Rumah Sakit Umum	140.6413635	-2.590747142
266	RSUD Bahontula	Rumah Sakit Umum	121.337964613	-1.98255907100003
267	 	Rumah Sakit Khusus	120.756032358	-1.386440655
268	 	Rumah Sakit Umum	120.756104302	-1.38635032100001
269	 	Rumah Sakit Umum	120.760329468	-1.38271110300002
270	Rencana RSUD Tanimpo	Rumah Sakit Umum	121.858915378	-0.432845541999995
271	RSUD Ampana	Rumah Sakit Umum	121.568648808	-0.869625320000011
272	Rumah Sakit Umum Daerah Haji Padjonga Daeng Ngalle	Rumah Sakit Umum	119.43847432	-5.42268080999997
273	Rumah Sakit Umum Thalia Ilham	Rumah Sakit Umum	119.43176997	-5.24231875999999
274	Rumah Sakit Umum Daerah Syekh Yusuf	Rumah Sakit Umum	119.46316933	-5.21013611000001
275	Rumah Sakit Umum Daerah Salewangang	Rumah Sakit Umum	119.57037404	-5.02897283999999
276	Rumah Sakit Ibu dan Anak Rada	Rumah Sakit Umum	119.426083333	-5.18025
277	Rumah Sakit Umum Daerah Haji	Rumah Sakit Umum	119.415683334	-5.17931666700002
278	Rumah Sakit Bhayangkara	Rumah Sakit Umum	119.415366667	-5.17525000000001
279	Rumah Sakit Bhayangkara	Rumah Sakit Umum	119.41665	-5.17520000000002
280	Rumah Sakit Umum Luramay	Rumah Sakit Umum	119.437466666	-5.16618333299999
281	Rumah Sakit Ibu dan Anak	Rumah Sakit Umum	119.426383333	-5.16514999999998
282	Rumah Sakit Umum Daerah Labuan Baji	Rumah Sakit Umum	119.41795	-5.16261666600002
283	Rumah Sakit Islam Faisal	Rumah Sakit Umum	119.433183333	-5.16261666600002
284	Rumah Sakit Umum Daerah Dadi Makassar	Rumah Sakit Umum	119.42265	-5.15201666600001
285	Rumah Sakit Siloam	Rumah Sakit Umum	119.40715	-5.1499
286	Rumah Sakit Hikmah	Rumah Sakit Umum	119.41215	-5.14625000000001
287	Rumah Sakit Stella Maris	Rumah Sakit Umum	119.4083	-5.14478333400001
288	Rumah Sakit Pertiwi	Rumah Sakit Umum	119.414516667	-5.14024999999998
289	Rumah Sakit Ibnu Sina	Rumah Sakit Umum	119.44655	-5.139116667
290	Rumah Sakit Pelamonia	Rumah Sakit Umum	119.414483334	-5.13835
291	Rumah Sakit Umum Siti Khadijah	Rumah Sakit Umum	119.41165	-5.13625000000002
292	Rumah Sakit Awal Bros	Rumah Sakit Umum	119.435	-5.13521666700001
293	Rumah Sakit Universitas Hasanuddin	Rumah Sakit Umum	119.495766666	-5.135133333
294	Rumah Sakit Wahidin Sudiro Husodo	Rumah Sakit Umum	119.49465	-5.13434999999998
295	Rumah Sakit Akademis Jauri Jusuf Putera	Rumah Sakit Umum	119.41545	-5.131483334
296	Rumah Sakit Gigi Drg Halimah Daeng Sikati	Rumah Sakit Umum	119.4244	-5.129683333
297	Rumah Sakit Ujungpandang Baru	Rumah Sakit Umum	119.43745	-5.12128333300001
298	Rumah Sakit TNI AL Jalaamari	Rumah Sakit Umum	119.415066667	-5.11585000000002
299	Rumah Sakit Umum Daerah Daya	Rumah Sakit Umum	119.511583333	-5.11405000000002
300	Rumah Sakit Tajudinchali	Rumah Sakit Umum	119.5164	-5.11381666599999
301	Rumah Sakit Tajudinchali	Rumah Sakit Umum	119.51565	-5.11106666699999
302	Rumah Sakit Sayang Rakyat	Rumah Sakit Umum	119.493637874	-5.076001641
303	Rumah Sakit Umum Daerah Ajjapange	Rumah Sakit Umum	119.899914304	-4.35068443900002
304	Rumah Sakit Umum Ajappange	Rumah Sakit Umum	119.883148889	-4.35637797599998
305	Rumah Sakit Dr. Sumantri	Rumah Sakit Umum	119.624788502	-4.01271180399999
306	Rumah Sakit Fatima	Rumah Sakit Umum	119.6238188	-4.01149009599999
307	Rumah Sakit Umum Andi Makkasau	Rumah Sakit Umum	119.633421003	-4.03547959600002
308	Rumah Bersalin Siti Khadijah Kelurahan Jaya	Rumah Sakit Khusus	119.651240338	-3.791982754
309	Rumah Sakit Ddela Kelurahan Bentengnge	Rumah Sakit Umum	119.650567936	-3.825079249
310	Rumah Sakit Siti Khadijah Kelurahan Jaya	Rumah Sakit Umum	119.651717793	-3.79218914199998
311	Rumah Sakit Umum Lasinrang	Rumah Sakit Umum	119.654637574	-3.81141136999997
312	Balai Pengobatan dan Rumah Bersalin Dian Fatmawati	Rumah Sakit Khusus	119.753745162	-3.90965067100001
313	Rumah Sakit Umum Daerah Nene Mallomo Kabupaten Sidrap	Rumah Sakit Umum	119.791685298	-3.93120263700001
314	Rumah Bersalin	Rumah Sakit Khusus	119.816766997	-3.84390263699999
315	Rumah Sakit Umum Arifin Numang Panca Rijang	Rumah Sakit Umum	119.815746031	-3.84529756400002
316	Rumah Sakit Bersalin Hj. Puang Sabbe	Rumah Sakit Khusus	119.798741997	-3.40953911399998
317	Rumah Sakit Umum Masenrempulu	Rumah Sakit Umum	119.775477951	-3.56815899200001
318	Rumah Sakit PT. Semen TONASA	Rumah Sakit Umum	119.613310349	-4.780387663
319	Rumah Sakit Umum Daerah Pangkep	Rumah Sakit Umum	119.557942339	-4.84575684200001
320	Rumah Sakit Umum Daerah Barru	Rumah Sakit Umum	119.610809945	-4.41815121299999
321	Rumah Sakit Fatima	Rumah Sakit Umum	119.854395309	-3.09475759100002
322	Rumah Sakit umum Lakipadada	Rumah Sakit Umum	119.868073221	-3.073649219
323	Rumah Sakit Umum Ulim Rantepao	Rumah Sakit Umum	119.896543904	-2.97398278999998
324	Rumah Sakit Umum Daerah Lantogo Pasewang	Rumah Sakit Umum	119.764851598	-5.69863911700003
325	Rumah Sakit Umum Bantaeng	Rumah Sakit Umum	119.947234	-5.54862900000001
326	Rumah Sakit Dr.M.Yasin	Rumah Sakit Umum	120.330601784	-4.54963847599998
327	Rumah Sakit Umum Daerah Tentriawaru Macanang	Rumah Sakit Umum	120.308208258	-4.53688539400002
328	 	Rumah Sakit Umum	120.032812	-4.13772699999998
329	Rumah Sakit Lamaddu Kelleng Sengkang	Rumah Sakit Umum	120.039536	-4.14892200100002
330	Rumah Sakit Umum Daerah Siwa	Rumah Sakit Umum	120.415553	-3.70068099999997
331	Rumah Sakit Umum Daerah Belopa	Rumah Sakit Umum	120.357182952	-3.36786783500003
332	Rumah Sakit Ibu Anak St. Madyang	Rumah Sakit Khusus	120.202883797	-3.00700623400002
333	Rumah Sakit Umum Sawerigading	Rumah Sakit Umum	120.194561501	-2.99610516299998
334	Rumah Sakit Kusta Kalangkalang	Rumah Sakit Umum	120.182400559	-2.94295044199998
335	Rumah Sakit Umum Sawerigading	Rumah Sakit Umum	120.17761669	-2.940353958
336	Rumah Sakit Balangnipa	Rumah Sakit Umum	120.260814	-5.11738709999997
